Plant_ID,Date,Temperature (°C),Humidity (%),TDS Value (ppm),pH Level,Growth Days,Temperature (F),Humidity
20,9/8/2023,29.8,51,591,6.6,37,85.64,0.51
20,9/9/2023,20.1,55,441,6.5,38,68.18,0.55
20,9/10/2023,31.1,74,637,6.2,39,87.98,0.74
20,9/11/2023,31.2,74,560,6.2,40,88.16,0.74
20,9/12/2023,31.2,51,588,6.6,41,88.16,0.51
20,9/13/2023,30.4,72,518,6.1,42,86.72,0.72
20,9/14/2023,29.1,51,570,6.3,43,84.38,0.51
20,9/15/2023,30.6,70,505,6.8,44,87.08,0.7
20,9/16/2023,31.5,57,759,6.6,45,88.7,0.57
21,8/3/2023,33.4,54,530,6.1,1,92.12,0.54
21,8/4/2023,33.5,65,626,6.7,2,92.3,0.65
21,8/5/2023,33.4,80,516,6.5,3,92.12,0.8
21,8/6/2023,33.4,63,592,6,4,92.12,0.63
21,8/7/2023,33.4,52,726,6.4,5,92.12,0.52
21,8/8/2023,32.3,63,443,6.2,6,90.14,0.63
21,8/9/2023,32.3,72,727,6.4,7,90.14,0.72
21,8/10/2023,22.7,60,625,6.1,8,72.86,0.6
21,8/11/2023,31.9,78,510,6.5,9,89.42,0.78
21,8/12/2023,30.2,67,460,6.6,10,86.36,0.67
21,8/13/2023,30.1,77,673,6.1,11,86.18,0.77
21,8/14/2023,30.1,75,504,6.5,12,86.18,0.75
21,8/15/2023,30.1,76,660,6.2,13,86.18,0.76
21,8/16/2023,29.8,54,418,6.8,14,85.64,0.54
21,8/17/2023,29.6,71,514,6.7,15,85.28,0.71
21,8/18/2023,30.9,53,778,6.4,16,87.62,0.53
21,8/19/2023,30.8,75,615,6.3,17,87.44,0.75
21,8/20/2023,30.9,63,785,6.4,18,87.62,0.63
21,8/21/2023,30.2,74,636,6.7,19,86.36,0.74
21,8/22/2023,30.5,53,576,6.4,20,86.9,0.53
21,8/23/2023,30.8,76,501,6.7,21,87.44,0.76
21,8/24/2023,31.3,59,594,6.1,22,88.34,0.59
21,8/25/2023,31.4,60,640,6.8,23,88.52,0.6
21,8/26/2023,31.4,73,553,6.6,24,88.52,0.73
21,8/27/2023,30.1,59,659,6.7,25,86.18,0.59
21,8/28/2023,29.4,68,600,6.1,26,84.92,0.68
21,8/29/2023,28.7,80,500,6.5,27,83.66,0.8
21,8/30/2023,29.1,55,653,6.2,28,84.38,0.55
21,8/31/2023,29.2,76,559,6.7,29,84.56,0.76
21,9/1/2023,31.7,60,511,6.6,30,89.06,0.6
21,9/2/2023,31.7,66,758,6.2,31,89.06,0.66
21,9/3/2023,31.7,50,448,6.3,32,89.06,0.5
21,9/4/2023,31.7,69,620,6.1,33,89.06,0.69
21,9/5/2023,32,59,686,6.1,34,89.6,0.59
21,9/6/2023,32.1,62,538,6.2,35,89.78,0.62
21,9/7/2023,31.5,72,784,6.1,36,88.7,0.72
21,9/8/2023,29.8,64,550,6.2,37,85.64,0.64
21,9/9/2023,20.1,70,470,6.4,38,68.18,0.7
21,9/10/2023,31.1,70,698,6.2,39,87.98,0.7
21,9/11/2023,31.2,77,610,6.4,40,88.16,0.77
21,9/12/2023,31.2,50,479,6.4,41,88.16,0.5
21,9/13/2023,30.4,63,630,6.3,42,86.72,0.63
21,9/14/2023,29.1,50,661,6.2,43,84.38,0.5
21,9/15/2023,30.6,76,528,6.4,44,87.08,0.76
21,9/16/2023,31.5,67,454,6.4,45,88.7,0.67
22,8/3/2023,33.4,70,620,6.2,1,92.12,0.7
22,8/4/2023,33.5,63,800,6.5,2,92.3,0.63
22,8/5/2023,33.4,50,602,6,3,92.12,0.5
22,8/6/2023,33.4,50,721,6,4,92.12,0.5
22,8/7/2023,33.4,65,571,6.3,5,92.12,0.65
22,8/8/2023,32.3,77,631,6.8,6,90.14,0.77
22,8/9/2023,32.3,70,418,6,7,90.14,0.7
22,8/10/2023,22.7,50,783,6.1,8,72.86,0.5
22,8/11/2023,31.9,74,480,6.7,9,89.42,0.74
22,8/12/2023,30.2,75,771,6.4,10,86.36,0.75
22,8/13/2023,30.1,64,519,6.7,11,86.18,0.64
22,8/14/2023,30.1,75,713,6.8,12,86.18,0.75
22,8/15/2023,30.1,52,405,6.3,13,86.18,0.52
22,8/16/2023,29.8,72,551,6.1,14,85.64,0.72
22,8/17/2023,29.6,65,651,6.7,15,85.28,0.65
22,8/18/2023,30.9,56,734,6.6,16,87.62,0.56
22,8/19/2023,30.8,67,479,6.7,17,87.44,0.67
22,8/20/2023,30.9,76,749,6.7,18,87.62,0.76
22,8/21/2023,30.2,55,678,6,19,86.36,0.55
22,8/22/2023,30.5,52,534,6.2,20,86.9,0.52
22,8/23/2023,30.8,64,596,6.6,21,87.44,0.64
22,8/24/2023,31.3,51,542,6.3,22,88.34,0.51
22,8/25/2023,31.4,68,609,6.1,23,88.52,0.68
22,8/26/2023,31.4,58,681,6.3,24,88.52,0.58
22,8/27/2023,30.1,72,402,6.1,25,86.18,0.72
22,8/28/2023,29.4,73,745,6.4,26,84.92,0.73
22,8/29/2023,28.7,57,751,6.4,27,83.66,0.57
22,8/30/2023,29.1,66,665,6.5,28,84.38,0.66
22,8/31/2023,29.2,58,596,6.5,29,84.56,0.58
22,9/1/2023,31.7,77,783,6.2,30,89.06,0.77
22,9/2/2023,31.7,59,519,6.2,31,89.06,0.59
22,9/3/2023,31.7,75,736,6.3,32,89.06,0.75
22,9/4/2023,31.7,59,533,6.7,33,89.06,0.59
22,9/5/2023,32,73,414,6.6,34,89.6,0.73
22,9/6/2023,32.1,67,473,6.7,35,89.78,0.67
22,9/7/2023,31.5,67,428,6,36,88.7,0.67
22,9/8/2023,29.8,71,665,6.4,37,85.64,0.71
22,9/9/2023,20.1,62,560,6.8,38,68.18,0.62
22,9/10/2023,31.1,50,782,6.8,39,87.98,0.5
22,9/11/2023,31.2,72,765,6.2,40,88.16,0.72
22,9/12/2023,31.2,65,724,6.3,41,88.16,0.65
22,9/13/2023,30.4,52,440,6.3,42,86.72,0.52
22,9/14/2023,29.1,60,492,6.7,43,84.38,0.6
22,9/15/2023,30.6,60,664,6.6,44,87.08,0.6
22,9/16/2023,31.5,71,578,6.8,45,88.7,0.71
23,8/3/2023,33.4,59,745,6,1,92.12,0.59
23,8/4/2023,33.5,56,476,6.5,2,92.3,0.56
23,8/5/2023,33.4,76,473,6.2,3,92.12,0.76
23,8/6/2023,33.4,54,633,6,4,92.12,0.54
23,8/7/2023,33.4,61,627,6.4,5,92.12,0.61
23,8/8/2023,32.3,78,529,6.4,6,90.14,0.78
23,8/9/2023,32.3,68,514,6.5,7,90.14,0.68
23,8/10/2023,22.7,80,475,6.2,8,72.86,0.8
23,8/11/2023,31.9,78,497,6.5,9,89.42,0.78
23,8/12/2023,30.2,78,761,6.7,10,86.36,0.78
23,8/13/2023,30.1,55,631,6.4,11,86.18,0.55
23,8/14/2023,30.1,67,547,6.8,12,86.18,0.67
23,8/15/2023,30.1,52,607,6.3,13,86.18,0.52
23,8/16/2023,29.8,50,722,6.5,14,85.64,0.5
23,8/17/2023,29.6,63,546,6.7,15,85.28,0.63
23,8/18/2023,30.9,74,612,6.5,16,87.62,0.74
23,8/19/2023,30.8,71,697,6.7,17,87.44,0.71
23,8/20/2023,30.9,67,566,6.1,18,87.62,0.67
23,8/21/2023,30.2,69,791,6.4,19,86.36,0.69
23,8/22/2023,30.5,67,577,6.3,20,86.9,0.67
23,8/23/2023,30.8,59,798,6.2,21,87.44,0.59
23,8/24/2023,31.3,72,737,6.8,22,88.34,0.72
23,8/25/2023,31.4,51,778,6,23,88.52,0.51
23,8/26/2023,31.4,57,602,6.3,24,88.52,0.57
23,8/27/2023,30.1,52,720,6.5,25,86.18,0.52
23,8/28/2023,29.4,75,685,6.1,26,84.92,0.75
23,8/29/2023,28.7,78,550,6.1,27,83.66,0.78
23,8/30/2023,29.1,67,755,6.8,28,84.38,0.67
23,8/31/2023,29.2,56,630,6.3,29,84.56,0.56
23,9/1/2023,31.7,77,575,6.3,30,89.06,0.77
23,9/2/2023,31.7,71,449,6.2,31,89.06,0.71
23,9/3/2023,31.7,66,538,6.3,32,89.06,0.66
23,9/4/2023,31.7,53,465,6.5,33,89.06,0.53
23,9/5/2023,32,71,560,6.7,34,89.6,0.71
23,9/6/2023,32.1,76,749,6.3,35,89.78,0.76
23,9/7/2023,31.5,69,518,6.6,36,88.7,0.69
23,9/8/2023,29.8,64,640,6.6,37,85.64,0.64
23,9/9/2023,20.1,73,572,6.7,38,68.18,0.73
23,9/10/2023,31.1,52,528,6.5,39,87.98,0.52
23,9/11/2023,31.2,66,530,6.3,40,88.16,0.66
23,9/12/2023,31.2,53,515,6,41,88.16,0.53
23,9/13/2023,30.4,69,665,6.4,42,86.72,0.69
23,9/14/2023,29.1,65,602,6.7,43,84.38,0.65
23,9/15/2023,30.6,55,776,6.6,44,87.08,0.55
23,9/16/2023,30.6,55,776,6.6,45,87.08,0.55
23,9/17/2023,33.4,56,632,6.4,46,92.12,0.56
24,8/3/2023,33.5,76,534,6.3,1,92.3,0.76
24,8/4/2023,33.4,64,647,6.1,2,92.12,0.64
24,8/5/2023,33.4,72,704,6.5,3,92.12,0.72
24,8/6/2023,33.4,72,606,6.8,4,92.12,0.72
24,8/7/2023,32.3,76,608,6.3,5,90.14,0.76
24,8/8/2023,32.3,50,782,6.5,6,90.14,0.5
24,8/9/2023,22.7,64,683,6.2,7,72.86,0.64
24,8/10/2023,31.9,72,441,6.6,8,89.42,0.72
24,8/11/2023,30.2,70,766,6,9,86.36,0.7
24,8/12/2023,30.1,58,661,6,10,86.18,0.58
24,8/13/2023,30.1,54,582,6.1,11,86.18,0.54
24,8/14/2023,30.1,55,676,6.1,12,86.18,0.55
24,8/15/2023,29.8,74,576,6.3,13,85.64,0.74
24,8/16/2023,29.6,69,566,6,14,85.28,0.69
24,8/17/2023,30.9,78,719,6.6,15,87.62,0.78
24,8/18/2023,30.8,67,412,6.5,16,87.44,0.67
24,8/19/2023,30.9,70,683,6.2,17,87.62,0.7
24,8/20/2023,30.2,65,749,6.6,18,86.36,0.65
24,8/21/2023,30.5,69,747,6.7,19,86.9,0.69
24,8/22/2023,30.8,57,716,6.1,20,87.44,0.57
24,8/23/2023,31.3,77,658,6.1,21,88.34,0.77
24,8/24/2023,31.4,72,401,6.4,22,88.52,0.72
24,8/25/2023,31.4,51,547,6.3,23,88.52,0.51
24,8/26/2023,30.1,74,691,6.5,24,86.18,0.74
24,8/27/2023,29.4,74,513,6.3,25,84.92,0.74
24,8/28/2023,28.7,77,718,6.2,26,83.66,0.77
24,8/29/2023,29.1,68,748,6.6,27,84.38,0.68
24,8/30/2023,29.2,56,430,6,28,84.56,0.56
24,8/31/2023,31.7,75,634,6.6,29,89.06,0.75
24,9/1/2023,31.7,59,532,6.5,30,89.06,0.59
24,9/2/2023,31.7,76,664,6.6,31,89.06,0.76
24,9/3/2023,31.7,76,465,6.6,32,89.06,0.76
24,9/4/2023,32,69,491,6.1,33,89.6,0.69
24,9/5/2023,32.1,61,428,6.5,34,89.78,0.61
24,9/6/2023,31.5,50,591,6,35,88.7,0.5
24,9/7/2023,29.8,61,604,6,36,85.64,0.61
24,9/8/2023,20.1,75,485,6.4,37,68.18,0.75
24,9/9/2023,31.1,71,756,6.1,38,87.98,0.71
24,9/10/2023,31.2,51,624,6.4,39,88.16,0.51
24,9/11/2023,31.2,70,402,6.7,40,88.16,0.7
24,9/12/2023,30.4,69,490,6,41,86.72,0.69
24,9/13/2023,29.1,51,697,6.1,42,84.38,0.51
24,9/14/2023,30.6,56,546,6,43,87.08,0.56
24,9/15/2023,31.5,70,503,6.5,44,88.7,0.7
24,9/16/2023,25,62,490,6.1,45,77,0.62
25,8/3/2023,33.4,53,598,6.7,1,92.12,0.53
25,8/4/2023,33.5,60,428,6,2,92.3,0.6
25,8/5/2023,33.4,77,558,6.5,3,92.12,0.77
25,8/6/2023,33.4,57,640,6.3,4,92.12,0.57
25,8/7/2023,33.4,53,781,6.2,5,92.12,0.53
25,8/8/2023,32.3,75,603,6.4,6,90.14,0.75
25,8/9/2023,32.3,66,567,6.2,7,90.14,0.66
25,8/10/2023,22.7,72,525,6.8,8,72.86,0.72
25,8/11/2023,31.9,76,533,6,9,89.42,0.76
25,8/12/2023,30.2,77,453,6.4,10,86.36,0.77
25,8/13/2023,30.1,64,503,6.7,11,86.18,0.64
25,8/14/2023,30.1,63,744,6.2,12,86.18,0.63
25,8/15/2023,30.1,76,424,6.4,13,86.18,0.76
25,8/16/2023,29.8,55,797,6.2,14,85.64,0.55
25,8/17/2023,29.6,55,668,6.7,15,85.28,0.55
25,8/18/2023,30.9,67,411,6.3,16,87.62,0.67
25,8/19/2023,30.8,74,467,6,17,87.44,0.74
25,8/20/2023,30.9,70,637,6.3,18,87.62,0.7
25,8/21/2023,30.2,69,719,6.4,19,86.36,0.69
25,8/22/2023,30.5,77,703,6.4,20,86.9,0.77
25,8/23/2023,30.8,79,738,6.6,21,87.44,0.79
25,8/24/2023,31.3,73,761,6.8,22,88.34,0.73
25,8/25/2023,31.4,54,760,6.6,23,88.52,0.54
25,8/26/2023,31.4,72,467,6.5,24,88.52,0.72
25,8/27/2023,30.1,57,448,6.1,25,86.18,0.57
25,8/28/2023,29.4,51,470,6.2,26,84.92,0.51
25,8/29/2023,28.7,73,474,6,27,83.66,0.73
25,8/30/2023,29.1,68,679,6.5,28,84.38,0.68
25,8/31/2023,29.2,66,703,6.7,29,84.56,0.66
25,9/1/2023,31.7,75,565,6.6,30,89.06,0.75
25,9/2/2023,31.7,73,416,6.5,31,89.06,0.73
25,9/3/2023,31.7,75,414,6.5,32,89.06,0.75
25,9/4/2023,31.7,60,551,6.3,33,89.06,0.6
25,9/5/2023,32,76,648,6.2,34,89.6,0.76
25,9/6/2023,32.1,73,416,6.2,35,89.78,0.73
25,9/7/2023,31.5,59,657,6.6,36,88.7,0.59
25,9/8/2023,29.8,75,649,6.2,37,85.64,0.75
25,9/9/2023,20.1,79,420,6.1,38,68.18,0.79
25,9/10/2023,31.1,78,608,6.3,39,87.98,0.78
25,9/11/2023,31.2,77,680,6.6,40,88.16,0.77
25,9/12/2023,31.2,72,682,6.7,41,88.16,0.72
25,9/13/2023,30.4,73,514,6,42,86.72,0.73
25,9/14/2023,29.1,50,446,6.3,43,84.38,0.5
25,9/15/2023,30.6,51,796,6.4,44,87.08,0.51
25,9/16/2023,31.5,58,429,6.5,45,88.7,0.58
26,8/3/2023,33.4,54,458,6.3,1,92.12,0.54
26,8/4/2023,33.5,64,509,6.6,2,92.3,0.64
26,8/5/2023,33.4,51,774,6.7,3,92.12,0.51
26,8/6/2023,33.4,55,423,6.4,4,92.12,0.55
26,8/7/2023,33.4,70,410,6,5,92.12,0.7
26,8/8/2023,32.3,63,669,6.1,6,90.14,0.63
26,8/9/2023,32.3,77,513,6.5,7,90.14,0.77
26,8/10/2023,22.7,74,495,6.8,8,72.86,0.74
26,8/11/2023,31.9,79,709,6.1,9,89.42,0.79
26,8/12/2023,30.2,50,628,6.5,10,86.36,0.5
26,8/13/2023,30.1,73,515,6.6,11,86.18,0.73
26,8/14/2023,30.1,78,482,6.1,12,86.18,0.78
26,8/15/2023,30.1,54,607,6.8,13,86.18,0.54
26,8/16/2023,29.8,53,523,6.8,14,85.64,0.53
26,8/17/2023,29.6,71,773,6.2,15,85.28,0.71
26,8/18/2023,30.9,67,735,6.2,16,87.62,0.67
26,8/19/2023,30.8,70,740,6.2,17,87.44,0.7
26,8/20/2023,30.9,53,592,6.4,18,87.62,0.53
26,8/21/2023,30.2,52,513,6.6,19,86.36,0.52
26,8/22/2023,30.5,55,473,6.3,20,86.9,0.55
26,8/23/2023,30.8,57,409,6.6,21,87.44,0.57
26,8/24/2023,31.3,67,548,6.2,22,88.34,0.67
26,8/25/2023,31.4,74,416,6.4,23,88.52,0.74
26,8/26/2023,31.4,55,688,6.5,24,88.52,0.55
26,8/27/2023,30.1,72,610,6.4,25,86.18,0.72
26,8/28/2023,29.4,57,402,6.5,26,84.92,0.57
26,8/29/2023,28.7,66,413,6.2,27,83.66,0.66
26,8/30/2023,29.1,50,578,6.5,28,84.38,0.5
26,8/31/2023,29.2,69,614,6.2,29,84.56,0.69
26,9/1/2023,31.7,61,731,6.4,30,89.06,0.61
26,9/2/2023,31.7,61,663,6.7,31,89.06,0.61
26,9/3/2023,31.7,78,441,6.4,32,89.06,0.78
26,9/4/2023,31.7,57,662,6.4,33,89.06,0.57
26,9/5/2023,32,73,459,6.2,34,89.6,0.73
26,9/6/2023,32.1,62,577,6,35,89.78,0.62
26,9/7/2023,31.5,55,632,6.4,36,88.7,0.55
26,9/8/2023,29.8,52,464,6.8,37,85.64,0.52
26,9/9/2023,20.1,69,621,6.3,38,68.18,0.69
26,9/10/2023,31.1,58,496,6.4,39,87.98,0.58
26,9/11/2023,31.2,58,503,6.3,40,88.16,0.58
26,9/12/2023,31.2,57,545,6.3,41,88.16,0.57
26,9/13/2023,30.4,64,746,6.4,42,86.72,0.64
26,9/14/2023,29.1,71,734,6.4,43,84.38,0.71
26,9/15/2023,30.6,58,791,6.1,44,87.08,0.58
26,9/16/2023,31.5,71,568,6.1,45,88.7,0.71
27,8/3/2023,33.4,76,411,6.7,1,92.12,0.76
27,8/4/2023,33.5,55,758,6.3,2,92.3,0.55
27,8/5/2023,33.4,75,676,6.5,3,92.12,0.75
27,8/6/2023,33.4,67,699,6.6,4,92.12,0.67
27,8/7/2023,33.4,67,480,6.1,5,92.12,0.67
27,8/8/2023,32.3,53,461,6.7,6,90.14,0.53
27,8/9/2023,32.3,80,722,6.1,7,90.14,0.8
27,8/10/2023,22.7,77,723,6.6,8,72.86,0.77
27,8/11/2023,31.9,53,538,6.3,9,89.42,0.53
27,8/12/2023,30.2,80,577,6.5,10,86.36,0.8
27,8/13/2023,30.1,79,493,6.6,11,86.18,0.79
27,8/14/2023,30.1,60,653,6.6,12,86.18,0.6
27,8/15/2023,30.1,50,466,6.6,13,86.18,0.5
27,8/16/2023,29.8,64,785,6.5,14,85.64,0.64
27,8/17/2023,29.6,56,676,6.6,15,85.28,0.56
27,8/18/2023,30.9,75,716,6.4,16,87.62,0.75
27,8/19/2023,30.8,59,576,6.2,17,87.44,0.59
27,8/20/2023,30.9,54,520,6.6,18,87.62,0.54
27,8/21/2023,30.2,78,582,6.7,19,86.36,0.78
27,8/22/2023,30.5,69,703,6.3,20,86.9,0.69
27,8/23/2023,30.8,64,736,6.5,21,87.44,0.64
27,8/24/2023,31.3,62,799,6.4,22,88.34,0.62
27,8/25/2023,31.4,71,646,6.7,23,88.52,0.71
27,8/26/2023,31.4,50,494,6,24,88.52,0.5
27,8/27/2023,30.1,55,651,6.6,25,86.18,0.55
27,8/28/2023,29.4,66,460,6.7,26,84.92,0.66
27,8/29/2023,28.7,65,800,6.5,27,83.66,0.65
27,8/30/2023,29.1,73,726,6.2,28,84.38,0.73
27,8/31/2023,29.2,75,453,6.6,29,84.56,0.75
27,9/1/2023,31.7,55,660,6.4,30,89.06,0.55
27,9/2/2023,31.7,66,793,6.5,31,89.06,0.66
27,9/3/2023,31.7,60,749,6.6,32,89.06,0.6
27,9/4/2023,31.7,52,400,6.5,33,89.06,0.52
27,9/5/2023,32,61,772,6.7,34,89.6,0.61
27,9/6/2023,32.1,70,799,6.1,35,89.78,0.7
27,9/7/2023,31.5,70,420,6.7,36,88.7,0.7
27,9/8/2023,29.8,56,421,6.6,37,85.64,0.56
27,9/9/2023,20.1,60,500,6.5,38,68.18,0.6
27,9/10/2023,31.1,56,502,6.6,39,87.98,0.56
27,9/11/2023,31.2,61,681,6.6,40,88.16,0.61
27,9/12/2023,31.2,71,539,6.5,41,88.16,0.71
27,9/13/2023,30.4,73,645,6.5,42,86.72,0.73
27,9/14/2023,29.1,54,658,6.5,43,84.38,0.54
27,9/15/2023,30.6,76,470,6.2,44,87.08,0.76
27,9/16/2023,31.5,53,454,6.8,45,88.7,0.53
28,8/3/2023,33.4,58,557,6.8,1,92.12,0.58
28,8/4/2023,33.5,56,523,6.3,2,92.3,0.56
28,8/5/2023,33.4,74,768,6.2,3,92.12,0.74
28,8/6/2023,33.4,75,607,6.5,4,92.12,0.75
28,8/7/2023,33.4,68,598,6.1,5,92.12,0.68
28,8/8/2023,32.3,55,786,6.3,6,90.14,0.55
28,8/9/2023,32.3,72,554,6.3,7,90.14,0.72
28,8/10/2023,22.7,56,498,6.2,8,72.86,0.56
28,8/11/2023,31.9,74,511,6.4,9,89.42,0.74
28,8/12/2023,30.2,53,455,6.2,10,86.36,0.53
28,8/13/2023,30.1,64,669,6.2,11,86.18,0.64
28,8/14/2023,30.1,79,601,6.5,12,86.18,0.79
28,8/15/2023,30.1,56,421,6.6,13,86.18,0.56
28,8/16/2023,29.8,60,406,6.4,14,85.64,0.6
28,8/17/2023,29.6,65,571,6.7,15,85.28,0.65
28,8/18/2023,30.9,51,554,6.8,16,87.62,0.51
28,8/19/2023,30.8,51,529,6.7,17,87.44,0.51
28,8/20/2023,30.9,78,403,6.6,18,87.62,0.78
28,8/21/2023,30.2,75,643,6.6,19,86.36,0.75
28,8/22/2023,30.5,52,639,6.3,20,86.9,0.52
28,8/23/2023,30.8,59,788,6.6,21,87.44,0.59
28,8/24/2023,31.3,78,425,6.7,22,88.34,0.78
28,8/25/2023,31.4,77,459,6.5,23,88.52,0.77
28,8/26/2023,31.4,76,624,6.3,24,88.52,0.76
28,8/27/2023,30.1,73,411,6.3,25,86.18,0.73
28,8/28/2023,29.4,50,626,6,26,84.92,0.5
28,8/29/2023,28.7,60,728,6.6,27,83.66,0.6
28,8/30/2023,29.1,62,400,6.1,28,84.38,0.62
28,8/31/2023,29.2,64,555,6.6,29,84.56,0.64
28,9/1/2023,31.7,58,710,6.1,30,89.06,0.58
28,9/2/2023,31.7,56,641,6.5,31,89.06,0.56
28,9/3/2023,31.7,60,480,6.7,32,89.06,0.6
28,9/4/2023,31.7,70,689,6.5,33,89.06,0.7
28,9/5/2023,32,78,789,6.1,34,89.6,0.78
28,9/6/2023,32.1,61,601,6.1,35,89.78,0.61
28,9/7/2023,31.5,54,718,6.4,36,88.7,0.54
28,9/8/2023,29.8,74,434,6.2,37,85.64,0.74
28,9/9/2023,20.1,62,472,6.1,38,68.18,0.62
28,9/10/2023,31.1,50,534,6.3,39,87.98,0.5
28,9/11/2023,31.2,69,531,6.1,40,88.16,0.69
28,9/12/2023,31.2,60,774,6.8,41,88.16,0.6
28,9/13/2023,30.4,79,619,6.2,42,86.72,0.79
28,9/14/2023,29.1,72,772,6.6,43,84.38,0.72
28,9/15/2023,30.6,70,565,6.4,44,87.08,0.7
28,9/16/2023,31.5,74,418,6.5,45,88.7,0.74
29,8/3/2023,33.4,60,678,6.3,1,92.12,0.6
29,8/4/2023,33.5,58,566,6.3,2,92.3,0.58
29,8/5/2023,33.4,66,526,6.2,3,92.12,0.66
29,8/6/2023,33.4,71,707,6.6,4,92.12,0.71
29,8/7/2023,33.4,74,547,6.6,5,92.12,0.74
29,8/8/2023,32.3,63,703,6.2,6,90.14,0.63
29,8/9/2023,32.3,69,704,6.5,7,90.14,0.69
29,8/10/2023,22.7,67,597,6.4,8,72.86,0.67
29,8/11/2023,31.9,64,787,6.8,9,89.42,0.64
29,8/12/2023,30.2,50,542,6.6,10,86.36,0.5
29,8/13/2023,30.1,71,464,6.7,11,86.18,0.71
29,8/14/2023,30.1,58,789,6.8,12,86.18,0.58
29,8/15/2023,30.1,77,688,6.2,13,86.18,0.77
29,8/16/2023,29.8,64,706,6.2,14,85.64,0.64
29,8/17/2023,29.6,51,402,6.5,15,85.28,0.51
29,8/18/2023,30.9,66,547,6.2,16,87.62,0.66
29,8/19/2023,30.8,74,694,6.7,17,87.44,0.74
29,8/20/2023,30.9,75,478,6.5,18,87.62,0.75
29,8/21/2023,30.2,65,562,6.7,19,86.36,0.65
29,8/22/2023,30.5,51,548,6.3,20,86.9,0.51
29,8/23/2023,30.8,59,479,6.3,21,87.44,0.59
29,8/24/2023,31.3,66,405,6.2,22,88.34,0.66
29,8/25/2023,31.4,79,757,6.5,23,88.52,0.79
29,8/26/2023,31.4,76,472,6.2,24,88.52,0.76
29,8/27/2023,30.1,79,414,6.3,25,86.18,0.79
29,8/28/2023,29.4,59,795,6.3,26,84.92,0.59
29,8/29/2023,28.7,70,641,6.3,27,83.66,0.7
29,8/30/2023,29.1,53,414,6,28,84.38,0.53
29,8/31/2023,29.2,67,653,6.6,29,84.56,0.67
29,9/1/2023,31.7,56,626,6.6,30,89.06,0.56
29,9/2/2023,31.7,70,424,6.3,31,89.06,0.7
29,9/3/2023,31.7,79,507,6.7,32,89.06,0.79
29,9/4/2023,31.7,73,763,6.6,33,89.06,0.73
29,9/5/2023,32,71,592,6.4,34,89.6,0.71
29,9/6/2023,32.1,71,428,6.5,35,89.78,0.71
29,9/7/2023,31.5,63,505,6.5,36,88.7,0.63
29,9/8/2023,29.8,72,581,6.3,37,85.64,0.72
29,9/9/2023,20.1,60,561,6,38,68.18,0.6
29,9/10/2023,31.1,55,556,6,39,87.98,0.55
29,9/11/2023,31.2,59,493,6.8,40,88.16,0.59
29,9/12/2023,31.2,66,489,6.7,41,88.16,0.66
29,9/13/2023,30.4,78,635,6,42,86.72,0.78
29,9/14/2023,29.1,75,754,6.7,43,84.38,0.75
29,9/15/2023,30.6,50,500,6.8,44,87.08,0.5
29,9/16/2023,31.5,60,605,6.4,45,88.7,0.6
30,8/3/2023,33.4,67,643,6.6,1,92.12,0.67
30,8/4/2023,33.5,75,687,6,2,92.3,0.75
30,8/5/2023,33.4,60,660,6.3,3,92.12,0.6
30,8/6/2023,33.4,68,727,6.7,4,92.12,0.68
30,8/7/2023,33.4,50,547,6.4,5,92.12,0.5
30,8/8/2023,32.3,57,620,6.2,6,90.14,0.57
30,8/9/2023,32.3,75,747,6.7,7,90.14,0.75
30,8/10/2023,22.7,76,587,6.4,8,72.86,0.76
30,8/11/2023,31.9,63,453,6.6,9,89.42,0.63
30,8/12/2023,30.2,60,449,6.4,10,86.36,0.6
30,8/13/2023,30.1,69,783,6.7,11,86.18,0.69
30,8/14/2023,30.1,72,567,6.6,12,86.18,0.72
30,8/15/2023,30.1,75,757,6.5,13,86.18,0.75
30,8/16/2023,29.8,57,495,6.3,14,85.64,0.57
30,8/17/2023,29.6,64,467,6.1,15,85.28,0.64
30,8/18/2023,30.9,76,451,6.8,16,87.62,0.76
30,8/19/2023,30.8,65,545,6.5,17,87.44,0.65
30,8/20/2023,30.9,61,781,6.8,18,87.62,0.61
30,8/21/2023,30.2,61,562,6.6,19,86.36,0.61
30,8/22/2023,30.5,61,442,6.7,20,86.9,0.61
30,8/23/2023,30.8,61,479,6.8,21,87.44,0.61
30,8/24/2023,31.3,78,795,6.7,22,88.34,0.78
30,8/25/2023,31.4,50,544,6.7,23,88.52,0.5
30,8/26/2023,31.4,58,593,6.4,24,88.52,0.58
30,8/27/2023,30.1,75,574,6.3,25,86.18,0.75
30,8/28/2023,29.4,63,462,6.2,26,84.92,0.63
30,8/29/2023,28.7,71,549,6.7,27,83.66,0.71
30,8/30/2023,29.1,53,692,6.3,28,84.38,0.53
30,8/31/2023,29.2,50,640,6.3,29,84.56,0.5
30,9/1/2023,31.7,74,749,6.2,30,89.06,0.74
30,9/2/2023,31.7,65,716,6,31,89.06,0.65
30,9/3/2023,31.7,77,777,6.5,32,89.06,0.77
30,9/4/2023,31.7,62,468,6.1,33,89.06,0.62
30,9/5/2023,32,60,470,6.1,34,89.6,0.6
30,9/6/2023,32.1,78,532,6.3,35,89.78,0.78
30,9/7/2023,31.5,74,457,6.3,36,88.7,0.74
30,9/8/2023,29.8,80,574,6.4,37,85.64,0.8
